,number,ユーザー名,コメント
658,66-8,yuk*****,"（文頭）前回の緊急事態宣言に比べ緩いのに・・・と言っても、前回は感染と因果関係の希薄な昼間の人出まで減らし、今回は飛沫感染の元凶、アルコールを伴う会食に絞ったことが、効果の上がっている原因です。
お家にいましょうなどと的外れなことを言わず、きちんとマスクを着用、食事は黙食に徹することが基本という事でしょう。（文末）"
659,66-9,kou*****,（文頭）このあたりにしといて、開催に持っていきましょう。終わった頃の爆発的感染はワクチンで対応しましょう。いいですね？かならず開催ありき、で進めてください。（文末）
660,66-10,gun*****,"（文頭）この数字は完全に捏造でしょう、落ちはばが急過ぎるよ、最初の時同様にＰＣＲ検査が少なくなっての数値だからマンパワーあればきちんとおって見たらまだ1000人前後はいるだろう東京以外の地域は逆に増えてるぞ、きちんとＰＣＲ検査ができているところは？
政府、オリンピック目的の数値ではなかろうな。（文末）"
661,67-1,gun*****,"（文頭）この数字は完全に捏造でしょう、落ちはばが急過ぎるよ、最初の時同様にＰＣＲ検査が少なくなっての数値だからマンパワーあればきちんとおって見たらまだ1000人前後はいるだろう東京以外の地域は逆に増えてるぞ、きちんとＰＣＲ検査ができているところは？
政府、オリンピック目的の数値ではなかろうな。（文末）"
662,67-2,afo*****,"（文頭）もはや急に減りすぎて、数字の信憑性ないわ、これ。
専門家とかもこれから更に判断しづらくなるんじゃない？

濃厚接触者を追わなくなって、これだけあからさまに数字変わると、これまでの数字とは同じ見方しない方がいいな。

これは誰が悪いとかじゃなく、濃厚接触者追わなくなった結果論として仕方ないわけだが、にもかかわらず政府やマスコミがこれまでの数字と普通に比較しそうで怖いわ。（文末）"
663,67-3,kck*****,"（文頭）発表数よりも
各自の肌感覚の方が正しい。（文末）"
664,67-4,har*****,（文頭）濃厚接触者を追わなくなって減ったのか、検査数をふらしたのか、実体はどうなんでしょうか？（文末）
665,67-5,b_i*****,"（文頭）数字コントロールしてるんじゃないの？
いくらマスクをしてるといっても街中の人の出は減ってないし
五輪開催したいがための数字コントロールにしか思えないんだよなー（文末）"
666,67-6,kam*****,"（文頭）ホンマかいな？

親中派は信用できませんな。

身の回りにコロナ患者が増えているけどね？（文末）"
667,67-7,fou*****,（文頭）調整しすぎて、思っていたよりも減りすぎてしまったんでない？（文末）
668,67-8,hi******,"（文頭）感染者が少なくなっているのは喜ばしいですが
濃厚接触者の絞込みによる検査数の少なさは問題なしですか？
感染者の疫学的調査を諦めている今
この感染者数は、少なからず症状のある人たちだけではないのですか
無症状の感染者もきちんと含まれているかは分かりません
ということは、通勤電車やデパートなどにも
無症状の感染者がいる可能性も避けられませんよね
徹底的な疫学的な調査はできるだけ継続してください
本当の感染者数でなければ、また爆発的に増加して
医療従事者に負担がかかることは目に見えています（文末）"
669,67-9,nao*****,"（文頭）結局、増えたのはGoto のせいだったのでは？

あれを止めたから感染者が減っただけでは？

とにかく、地元や旅行先で、不特定多数の人々と外食を薦める様な政策がコロナを広めてしまったのでないかと思う次第（文末）"
670,67-10,hk_*****,"（文頭）細かい事や深読みなんかそんなん分からないけど、これはまだスタートラインに立ったようなものだと思う、油断しないでよ。宣言延長で良い判断で支持します。
油断せずに行こうと思います。個人的にはワクチン接種までこのままで良いような気も。（文末）"
671,68-1,hik*****,（文頭）まだまだ減ってないな。（文末）
672,68-2,leg*****,（文頭）で、検査数は？（文末）
673,68-3,bud*****,（文頭）こんな対策でこれだけきゅうに感染者がへるなんとあり得ない。どれだけ国民をだませばよいんだよ！（文末）
674,68-4,Dove,（文頭）この数字、検査数コントロールしてるでしょう？（文末）
675,68-5,chi*****,"（文頭）素晴らしい効果ですね！
飲食店の2時間短縮要請だけで、こんなに減少するんですね！
オリンピックも出来そうだし万々歳ですね！
最後にひとつだけ言わせて下さい。一生懸命に働いている皆様には敬意を、払います。しかし、濃厚接触者を追わない（追えない）数値を発表していて心が痛みませんか？子供にもう大丈夫だよー‍♂️と説明出来ますか？これが現実社会と言われればそれまでですが狂ってる！（文末）"
676,68-6,sak*****,（文頭）おー絞ってる絞ってる（文末）
677,68-7,＊＊＊＊＊＊＊,（文頭）前任者から継続中で隠蔽 改竄 ホラ吹きです。（文末）
678,68-8,i78*****,"（文頭）本当に減少しているのか、濃厚接触者を追わずに検査を減らして陽性者数を下げているのか、何を信じていいのかわからない
本当に感染が治まってきたなら緊急事態宣言の延長は何故必要なのか、一般人にわかるように説明して欲しいです（文末）"
679,68-9,tky*****,（文頭）増えれば無策、減れば陰謀。減ってるならいいじゃないか。（文末）
680,68-10,zgh*****,"（文頭）減った時は発表が早いんだよな
どうせ調整してんだろ（文末）"
681,69-1,iti*****,"（文頭）えっ本当？信じられない
誠で有れば、嬉しい
明日になったら１０００超えなんて成らないですよね（文末）"
682,69-2,tsk*****,"（文頭）曖昧な検証ではなくしっかりと検証してして頂きたい。
軽はずみに延長とおっしゃいますが、多大な影響を被ってる事業者にとってはやりきれない。
しっかりと根拠を持った説明は何よりも必要かと思います。（文末）"
683,69-3,s_t*****,"（文頭）あー良かった！！
きっと検体数は一切減らずにこの数値キープしてるんだよね？
絶対そうだよね？何故陽性率を公表しないのかは不明だけど絶対母数は減らして無いよね？？？（文末）"
684,69-4,f_n*****,（文頭）オリンピックの為に調整しているとしか思えない（文末）
685,69-5,ton*****,"（文頭）検査数は？
1000人も検査してないのでは？（文末）"
686,69-6,nik*****,（文頭）ここで油断したらいけない。今度こそ完全に抑え込まないと！（文末）
687,69-7,あなた次第！,（文頭）この数字で気が緩み、また拡大するんじゃないの？（文末）
688,69-8,chu*****,"（文頭）何箇所で、何人検査して、何人感染者が出たのか？
って数値化でなければ、正確性に問題あるのでは？
この減少は？疑わしい？？？
恣意的に数値を操作してるのでは？
オリンピック開催のために
一部の利権政治家のために
2Fが裏で？でなければ良いのですが（文末）"
689,69-9,kut*****,（文頭）解除して経済活動に移行すると、やはりまた増加に転じますかね？（文末）
690,69-10,tor*****,"（文頭）数値操作大成功！！！！！！
万歳！万歳！万歳！（文末）"
691,70-1,ajijiin,（文頭）これって本当のことか、今は信用していない。（文末）
692,70-2,xwx*****,"（文頭）緩いと言われている2回目の緊急事態宣言。
今回の方針の中で達成されているのは、飲食店の営業時間短縮が大きい。やはり飲食の場のリスクが高いのだと改めて証明されてしまった気がする。（文末）"
693,70-3,kojm,（文頭）東京は減りましたね？しかし わが町では 感染者が増えています しかも 東京千葉 埼玉から出張か転勤かでやってきた同僚のひとが みな 陽性者 また 接触者までも 陽性判明 東京から逃げ出して 長崎に広げていめす（文末）
694,70-4,mun*****,（文頭）死亡者人数は右肩上がりなんですけど（文末）
695,70-5,tak*****,"（文頭）東京都は、保健所の負担軽減の為と称して市区町村を跨ぐ濃厚接触者の調査、職場での濃厚接触者の調査を1月中旬から止めました。検査数を絞りに絞っています。

実質的に二類から五類にした様なもの。

目先の感染者数は減るが、多くの無症状感染者が野放しでウイルスを蔓延させ続ける無限地獄にシフトしただけなのでご注意あれ。（文末）"
696,70-6,tak*****,"（文頭）みんながんばってるよね。首都圏でだまってるけど苦しい事情抱えてる人たくさんいるけどまた去年のGWのときみたいに数人まで減ることを夢見て。
そして東京五輪はなんとしてもみんなで中止をしよう！！これ以上海外から変なもん持ち込ませるな（文末）"
697,70-7,ecolin*****,（文頭）感染者数が減って、この状態で緊急事態宣言ひと月延長だから、自粛推進派の人にとっては望む方向性だけど、単純に国の方針がいつも気にくわない派の人は糾弾を続ける。（文末）
698,70-8,cat*****,（文頭）完全にピークを越えましたね。別に緊急事態なんてしなくても、一時あれだけの勢いで感染者が増えるとみんな気を付ける、それだけのことです。（文末）
699,70-9,ann*****,（文頭）飲酒を伴う飲食店、カラオケ店の営業自粛が大きかったってことなんだろうね。少なくとも通勤は減ってない、学校も通常、パチンコ屋も通常だった。これらは因果関係なし。結局は喋りながらの飲み食いによる影響がデカい。（文末）
700,70-10,cit*****,"（文頭）少ない月曜とはいえ、393人は急激な減少
検査を絞っていて、追跡調査も行っていないので
実際はもっと多いと考えた方が良い（文末）"
701,71-1,SA*****,（文頭）感染者数が減った所で甘くみてはいけないと思う。何故なら「緊急事態宣言」が解除されれば、市中感染が多くなるなる可能性があるから。そしたらまた「緊急事態宣言」になりかねないと思う。（文末）
702,71-2,okh*****,（文頭）収束したね（文末）
703,71-3,nan*****,（文頭）五輪に向かってまっしぐらだな～。（文末）
704,71-4,pek*****,"（文頭）感染者数が減少しているのはいいニュースに違いないですが、自宅待機、調整中の数は、減ってくれないとは、医療体制に余裕があるとは言えない
感染しない努力をしても、無症状の方経由で感染してしまうと，適切な医療行為が受けられない良いでは安心して社会生活が遅れに状態が続いてしまう（文末）"
705,71-5,mam*****,（文頭）検査数は？（文末）
706,71-6,テスト,（文頭）本当はこの3倍だろうな。（文末）
707,71-7,fli*****,"（文頭）ふ～～～ん
大きく減ってるね。

それとも「あんまり検査しなかった」
事で「数字を少なく見せよう」という
魂胆なんですかねえ～？（文末）"
708,71-8,ky*****,"（文頭）前提条件、すなわちPCR検査数が操作されているかもしれない状況で500人を下回ることにどんな意味があるのか。
専門家委員会の科学に基づく検証を期待する。
政府（スガ）は信用できないからだ。（文末）"
709,71-9,mas*****,"（文頭）こんなに極端に減るもんなの？

数字操作してるやろ。（文末）"
710,71-10,hab*****,（文頭）検査件数が分母にないと何の数字か分かりません。（文末）
711,72-1,ムー,（文頭）学校で先生が感染していても、その先生のクラスだけ休み、教師は誰も検査をしないまま学校を再開していますが、これは検査を絞っていますか？（文末）
712,72-2,ok0*****,"（文頭）いやいやいやいや・・・

ありえんわ（文末）"
713,72-3,mkr*****,（文頭）陰謀しか感じないな。自粛したって意味なんかないが、いい加減宣言は全部解除しろ（文末）
714,72-4,v*****,（文頭）これで緊急事態宣言の意味はないってのが分かったんだからとっとと解除して普通に経済活動しようや。あと子供達の健全な学校生活もな。（文末）
715,72-5,yus*****,"（文頭）この状況で緊急事態宣言を延長するなんてナンセンス。そもそも緊急事態宣言を発出する前にピークアウトしていた。
この最近の陽性者の減少の理由が、緊急事態宣言ではない事は尾身会長も認めている。（文末）"
716,72-6,cjv*****,"（文頭）よく菅氏より小池氏のがマシってコメントする方が居るが、小池氏ってテレビに出てる以外に何かをしたのか正直解りません。
説明は丁寧だと思うが肝心な質問には、お茶を濁し、具体性が無く対策等もはぐらかす始末。
マスゴミの放送の仕方で菅氏を叩く傾向があるが、揚げ足を取るなら蓮舫氏や辻本氏の様に誰でも出来るのに。
でも小池氏の様に言葉遊びや他人の手柄をさも自分の手柄の様に見せる態度にも関わらず、マスゴミに叩かないのが疑問。
今の時期に小池氏を非難すると青タンを付ける人も居ると思うが、個人的には「人のふんどしで相撲取る」感が強く感じる。
想定外な事が起きるギリギリ前で、他者に責任を押し付けて美味しい所だけは、自分の手柄の様に強調。
テレビの専門家が感染は減少状況の判断が多くなった途端、またテレビを意識して言葉遊び再開して存在感をアピール。
もし青タンを付けるなら小池氏が何をしたか具体的に教えて欲しい。（文末）"
717,72-7,wmm*****,"（文頭）「500人以下」という基準はなんだったんだ？

お願いレベルでここまで感染者を減らせる日本人の国民性は大したものだと思うが、
それに頼り切った政府はどうかと思う

近所の飲食店は閉店が相次いでいるし、
飲食以外だって苦戦が伝えられている

国民に頼る政府はいらない、
国民が頼る政府であって欲しい（文末）"
718,72-8,zvk*****,（文頭）ここへ来て急に数字が減ったのはおかしい？当てにならない数字やな！（文末）
719,72-9,bea*****,（文頭）もう緊急事態宣言解除しましょうよ。（文末）
720,72-10,sin*****,"（文頭）減ってきて、良かったですね。
緊急事態宣言の解除も視野に入りそうで良かったです。

ただ、私は新しい生活様式に少し染まってしまい、コロナがひと段落してもアルコール除菌、マスク生活は継続しそうです。

よく考えてみると、人間は飛沫とばしまくりだと分かり、汚い、トイレ行っても手を洗わない人多数。

汚く感じてしまい、前みたいには暮らしにくいなと思います。（文末）"
721,73-1,＊＊＊＊＊,"（文頭）検査数が6400人だもんね。濃厚接触者は追ってないから無症状者は放置。
しかし、65歳以上は100人以上いるから、医療の逼迫具合を考えると、まだまだ油断せず、感染防止に努めます。
先日読んだ記事で、父親が陽性になった中学生が父親が自宅療養なので、治るまでの10日間とプラス2週間登校禁止だったとか。中学生で1ヶ月近く学校に行けないと、よほどオンライン授業の充実した私立でないと、勉強は著しく遅れる。高齢者にも注意しなきゃだけど、子供にも迷惑はかけられない。（文末）"
722,73-2,fre*****,"（文頭）検査数を減らし、実数とは程遠い感染者数を発表している。
このままでは市中に無症状感染者が溢れかえってしむわないか（文末）"
723,73-3,lal*****,（文頭）本当にこれ真値なの？年末年始の時と検査対象や方法が変わっているとなると所詮参考程度にしかならないと思うが、単純な人は一喜一憂してしまうような気がする。何かあからさまに減り過ぎな感がある。（文末）
724,73-4,sin*****,"（文頭）サンプル数は？

陽性率は？（文末）"
725,73-5,fqn*****,（文頭）PCR検査数はいかほど？（文末）
726,73-6,BVLGARI@46,"（文頭）皆様の感染防止意識の高さが
確実に数字に現れて素晴らしいです。
私も旅行とか出掛けたいのを自粛してます
から早く終息してほしいですね。
しばらくは自粛継続していきましょう。（文末）"
727,73-7,fis*****,"（文頭）本当かこれ？
いくら今週で宣言は終了とはいえ、何だか都合がよすぎる。医療の最前線の状況が改善してるならまだしも、現在もそうとは言えない。ただ、宣言は延長するようでは、この人数は鵜呑みにはできないな。（文末）"
728,73-8,ken*****,（文頭）GOTO再開したいんだろーなー（文末）
729,73-9,tak*****,（文頭）goto関係なかったな(笑)（文末）
730,73-10,y10*****,"（文頭）これ感覚ってむっちゃ怖いな。
ちょっと前まで約400人やとすごく多く感じたのに
今やと少なくかんじてしまう。
こういったのが気の緩みとなって出歩いてしまうんだよな。。。
気を付けよ（文末）"
731,74-1,dcy*****,（文頭）春先ならわかるけど、この時期激減ってほんとかな？感染者数では無く、感染者率が知りたいです。（文末）
732,74-2,new*****,"（文頭）急に減りましてね！減ることはいいことだけど？なくなっている人後多いからまだ無断出来ませんが。職場でも普通出ていし、相変わらずマスクしないとがお店に入ってくるから困る！義務すれば、していない人は罰金刑とかすれば！
今は手軽でできる検査出ているから、またそれで色々増えたりするのかなぁ？
政府あと一ヶ月延長とか？
今月末様子見てですが？明日は我が身ですねぇ（文末）"
733,74-3,ran*****,"（文頭）減って来てるじゃん。
早く解除してほしい！！！（文末）"
734,74-4,mk*****,（文頭）外人のザル入国を止めたのが効果でてるね。（文末）
735,74-5,jij*****,（文頭）前の緊急事態宣言の後、減ったので喜んでGOTOを始めて失敗した。今度は、このようなことのないように願います。（文末）
736,74-6,ern*****,（文頭）急激に減ったけど、政府はこれで落ち着いてきたからオリンピック開催しますとかアホな事考えないよね？（文末）
737,74-7,alf*****,"（文頭）こんなに急激に減るものなの？
数字って作れるからな（文末）"
738,74-8,jun*****,"（文頭）今日も少し減ってる、良かった、で良いと思いますがね。
現在不安を煽ってる人がコロナロスになってしまうんでしょうね。（文末）"
739,74-9,yva*****,（文頭）単純に PCR検査に比例してるだけではないんですか？（文末）
740,74-10,ara*****,"（文頭）減って来ましたねー。
これで、緊急事態宣言解除、オリンピック開催、GOTO再開と楽観的な事を自由飲酒党のガースーさんがお考えになっていると推察致します。（文末）"
741,75-1,？＊$,（文頭）濃厚接触者を負わない時点でお察しだろ（文末）
742,75-2,sui*****,"（文頭）「検査数」を公表してください

数値操作していると思われても
仕方ないですよ（文末）"
743,75-3,san*****,"（文頭）やったー！これでもう大丈夫だ！
オリンピックもできるー！

と、なるわけだな？
アンダーコントロール。（文末）"
744,75-4,fxq*****,（文頭）検査件数を減らして罹患者数を報告していないだろうか。毎回同数検査にしないと減ってきたと手放しで喜べない。（文末）
745,75-5,pp1239987,"（文頭）ゴルフ場のロッカー室で密、風呂場で密、レストランで密で飲んで騒いでいるジジ。

介護施設でノーマスクで過ごす介護者（感染防止にむし）。

まあ、ジジの感染者減らないよな。（文末）"
746,75-6,45****7*****,（文頭）急に減ってる事が逆にこわい。（文末）
747,75-7,dyx*****,（文頭）減ることは嬉しいが、さすがに減り過ぎな気がする。やっぱり年末年始は集まる機会が多かったからかな？となると、このまま停滞する可能性も無きにしも非ず。引き続き感染対策を続けて欲しい。（文末）
748,75-8,pra*****,（文頭）都内の弊社は基本は在宅不可です。社長は経費で毎晩飲み歩き、出張もしょっちゅうしています。出張先ではスナックなども頻繁に訪れていて、風邪ひいたと言いながら毎日咳をしながら会社に来ます。社内ではマスクしてくれません。宣言を延長しようがしまいが、無関係。（文末）
749,75-9,gra*****,"（文頭）減少は良いことですね。
感覚的には
やはりGotoの影響は大きいかったのではないかと思ってしまいます。
コロナと戦っている間はチャラチャラ浮き足立たず地味に生活することが大切そうですね。（文末）"
750,75-10,crs*****,"（文頭）まあこれは素直に喜びましょう。
例え積極的疫学調査を簡略化したとしてもね。
いつまでも自粛などやってられる訳もない。
いつかは単なる風邪として、認識しなければならないんだから。
そして今は自粛してるからこの感染者数だが、解除したらまた爆発的に増えるのは分かり切っている。
感染者がゼロになるまで自粛の道を選ぶのか、感染者がある程度増えるのは仕方がないと割り切って、経済を動かす道を選ぶのかどちらかな。
両立は不可能なんだからね。（文末）"
751,76-1,kr＊＊＊＊,"（文頭）急に減りましたね。
すごくいい事なのですが、なんで？？ですよね。
何が原因なのか知りたいです。（文末）"
752,76-2,kar*****,（文頭）大統領選挙終わったしそろそろ数字を減らしてくるかな？（文末）
753,76-3,whs*****,"（文頭）本当は393人ではないよね！
本当は3930人だよね！
ね、ウソだよね！（文末）"
754,76-4,kemeko,（文頭）ハイ解除　6万昨日まで。（文末）
755,76-5,ray*****,（文頭）緊急事態宣言の効果じゃなくて高すぎるct値を下げて適正な検査方法にしただけ。（文末）
756,76-6,tak*****,"（文頭）最近減ってるのは嬉しいけど、急に減るのは怖い。
きっちりと、検証すべき（文末）"
757,76-7,不滅の刃ヒトミ,"（文頭）やはり夜の酒飲み飲食での会話が感染原因になっているみたいだ。
知らんけど、間違いない！（文末）"
758,76-8,aa1*****,"（文頭）なんか、聞いた話では感染者の濃厚接触者を追ってPCR検査していないから、陽性反応数が減ってるのは当たり前って…
本当なら大丈夫なのか？
って思います。（文末）"
759,76-9,mih*****,（文頭）作為を感じるのは、私だけかしら？（文末）
760,76-10,ypd*****,（文頭）3/7まで延長して終息を切に願います。新しい気持ちで4月を迎えたい。とは言え、モラルある行動と予防はしっかりとしたい。この数字が意図的な数字かは知りません。（文末）
761,77-1,fma*****,"（文頭）年末年始や成人式のような、普段会わない人にあうイベントが一段落して、緊急事態宣言で友人などと会うのがはばかれる環境のため感染が止まったのでは？
感染対策している場所に家族やいつも一緒にいる人と訪れるだけだと、その範囲外には広がっていかないのだろう。
私の会社は前回の緊急事態宣言で完全在宅だったが、今回は週1回の出社や必要な国内出張も継続している。その一方で、会食だけでなく昼休みに同僚とランチに行くのも禁止になった。そのため感染リスクは一段と低い。（文末）"
762,77-2,the*****,（文頭）減り方がすごいけれど、この前2000人越えしてましたよね？こんな絵に描いたような減り方がするかな？（文末）
763,77-3,ken*****,"（文頭）これはいい傾向ですね！
菅さんのおかげです。
支持いたします！（文末）"
764,77-4,tom,（文頭）いやいやいや、議員が会食したいからってそこまで減らす？（文末）
765,77-5,mak*****,"（文頭）検査数が少ない月曜日の数字だし、この数字で一喜一憂しても仕方がない。要は、いつになれば安心して暮らせる日が来るか。
そこを踏まえて緊急事態宣言の解除を決めるべき。（文末）"
766,77-6,dea*****,（文頭）下がったら下がったで、隠蔽だと文句を言うヤフコメ民。嘆かわしや。（文末）
767,77-7,tre*****,（文頭）オリンピック開催のために数を少なく公表してるとかアホなコメント多いが、医療機関が逼迫してきているかどうかで直ぐわかること。もし、日本人ならよこしまな発想はやめなさい。日本人なら。（文末）
768,77-8,ei_*****,（文頭）コロナ消滅やん（文末）
769,77-9,qwg*****,"（文頭）いつもながら数字は信じられない…
検査数も多くないらしい！
GoTo再稼働を強制的に稼働させ無闇に足した予算の無駄遣いを行う気だな！
国民の不幸を楽しんデル組織。

答えはイカに…（文末）"
770,77-10,国の条約を一方的破棄する国もどきに鉄槌を,"（文頭）あとは朝の通勤電車対策で国内の拡大防止対策は一息かねえ
外からは水際対策とかいってないで入国者は全員2週間は隔離施設にいてもらえ
例外は作るなよ（文末）"
771,78-1,コロ太郎,（文頭）ちょっとちょっと！もう少し自然な形にしないと怪しまれるでしょう！減りすぎ笑（文末）
772,78-2,ta7*****,"（文頭）最初的には国民全員感染しそうな勢い
遅かれ早かれ
今の状態なら自分も感染するだろう。
感染したらした時の事、何も普段の生活に影響もないと思うしこれ以上感染予防ができるわけでもない（文末）"
773,78-3,eap*****,（文頭）オリンピックに向けた調整でしょ 3週間後落ち着いてきたから宣言解除して聖火ランナー間に合わせるためでしょ（文末）
774,78-4,tas*****,"（文頭）これって「累計」を報じる必要性はあるのだろうか？

治癒した人もいるだろうし、感染しても無症状のまま陰性に落ち着いた人もいるだろうし。また、残念ながら亡くなった人もいるだろう。
感染者=発症者(患者)というわけでもないのに。

前から言われていることだろうけど、感染者を十把一絡げに言うのではなく、患者数だけでよくないだろうか。あるいはこれまでどれくらいの人が感染・発症したが快癒したよという数字も、データとしては出ているのだろうけど、きちんと記事にしたり発表したりしたほうがいいのではないだろうか。（文末）"
775,78-5,par*****,"（文頭）病院に行かせない患者も結構いるから、そもそも検査数が上がらない、900万の人口を抱える東京都でわずか1万人もいかない検査を行っても意味がない
そして今日は一週間で一番少ない月曜日だ、参考にもならない、
政府側はオリンピックのため、感染者数を勝手に抑えてるとも見える、ちょうど一年前のオリンピック延期前と同じやり方だ（文末）"
776,78-6,aka*****,"（文頭）去年の春に海外の研究者が言ってた事を
日本の人が紹介していたけど、

ロックダウンしてもしなくても、
人数の差はあれど、感染からピークを向かえて減少していくグラフの形は同じに
なるって言ってた。（文末）"
777,78-7,goo*****,（文頭）後、何をやればいいのか？医療現場の声が全ての判断基準になるんじゃない…（文末）
778,78-8,tasuke*****,（文頭）へー極端だねこのまま続けばいいのだが（文末）
779,78-9,ksx*****,"（文頭）問題は明日よ！
1ヶ月延長と言っているけど…（文末）"
780,78-10,kim*****,"（文頭）この減り方はうれしいことだが、今の政府を考えると全然信用できない自分がいる。
私の心が狭いだけなのか？（文末）"
781,79-1,fiv*****,（文頭）周りを見ても休日の人出を見ても大して変わっていないのに何故感染者が減少傾向となるのかは不思議な現象です。この数値の信憑性が問われます。まさか忖度が働いているのでは・・・（文末）
782,79-2,wel*****,"（文頭）濃厚接触者の追跡調査して、濃厚接触者も検査したらある程度の数字が出てくると思うんだけど、調査を完全に中止してるからなぁ。
どうにも2/7に解除に向けての出来レースのような気がしてならない。（文末）"
783,79-3,sys*****,"（文頭）何だかねー。
小池さん操作してない？
重症者数、死亡者数はさすがに嘘つけないでしょ。
オリンピックはあきらめて下さいね。
間違っても国民道連れは嫌ですよ。（文末）"
784,79-4,och*****,"（文頭）なんで本当のことを言わない政府だから
信用ならない。
次の延期をしないための布石にしか思えない。（文末）"
785,79-5,kok*****,（文頭）疑心暗鬼だねぇ（文末）
786,79-6,gor*****,"（文頭）検査数が少ないんだから減るだろ。
店舗や企業にお金あげるのではなく、早く個人にまとまったお金を配れ。（文末）"
787,79-7,wrb,"（文頭）重傷者の増減はどうでも良いとして、感染者が減少傾向なのは良い事だ。
2ヶ月延長すれば１桁かな。（文末）"
788,79-8,htatsu,"（文頭）だから?
インフルエンザの時も報道してね（文末）"
789,79-9,ka,"（文頭）あやしすぎる、、、500人を切るのが目標と言っていてそのための操作に思えてならない。

もはや濃厚接触者も全て追えてないし、ただ単に数字に表れてないだけな気がする。
５月末に解除した時もだけど、どうしてあと一歩のところで間違えるのか。。。（文末）"
790,79-10,qok*****,"（文頭）月曜日だし。
うさんくさい。（文末）"
791,80-1,qok*****,"（文頭）月曜日だし。
うさんくさい。（文末）"
792,80-2,xlz*****,"（文頭）毎日の感染者数の報道もう要りません。必要なのは自宅放置（療養と呼んでますが実態は放置です。敢えてそう書きます。）の方で不幸にも亡くなった数。
毎日の数と累計。一日一人でも政府の責任です。これを報道しなければ、メディアも同罪です。いま必要なのは自宅放置の方を一人でも多く受け入れる施設と体制を政治がリードして作ること。大阪府はやりましたよ。できるでしょう。ハコはあるじゃないですか。たくさんの選手受け入れるんでしょう。そのぐらいの私権制限はもう必要。
それにしても減りすぎ。
そんなにオリンピック必要？。日本だけじゃないよ。世界の問題だよ。（文末）"
793,80-3,let*****,（文頭）減りすぎ。（文末）
794,80-4,ちーちゃん,"（文頭）減少が10日くらい連続したら収束方向だなと思うけどな
そもそも今日は月曜日だし（文末）"
795,80-5,uax*****,"（文頭）ショッピングモールのある町に住んでるけど、土日祝日人が減ってたけど、感染者の数が減ったからじゃない。
昨日は、第２駐車場満車だったから、又増えそうで、恐い。
でも店が全部閉まってなくて、減ったのは凄いね。（文末）"
796,80-6,ivn*****,（文頭）これ、濃厚接触者追ってないだけじゃなかったっけ…？（文末）
797,80-7,どら坊や,（文頭）経済の為に１日も早く解除したいが為に感染者数を操作しはじめたんじゃなければいいが！去年の５月は突然感染者数が減って解除したらまたすぐ増え始めたからな！（文末）
798,80-8,jin*****,"（文頭）大事なのは感染者数じゃない。
感染してるけどＰＣＲやってないからバレてないっていう感染者はすでに山ほどいる。この数字なんてものは氷山の一角に過ぎない。

大事なのは病床数などの受け入れ可能病院と病床数。
政府もやっと尾身会長の言ってることが分かってきた感じなのに、マスコミはいまだにそれが分かってないで感染者感染者って・・・

いい加減横並びで同じ内容を報道するなら、マスコミなんて一社でいい。
それに、感染者じゃなくて陽性者な。

マスコミの頭の悪さは今に始まったことじゃないけど、それにしてもひどすぎるね。（文末）"
799,80-9,j*****,"（文頭）小池都知事、

ここまで数値を下げた都民に
感謝してください。
褒めてあげてください。

あと少し、頑張ってとか、頑張りましょうとかいらない。

褒めてあげてください。（文末）"
800,80-10,shh*****,（文頭）ほんまかいな？（文末）
801,81-1,yur*****,"（文頭）減ったのなら、ちゃんと濃厚接触者を追う調査方法に戻してほしい。中途半端なぬか喜びで宣言解除でまた感染者増やされたら困る。

ゴールデンウィークまでに普通の生活に戻りたい。そろそろ遠くに住む義理両親や親戚に会いに行きたい。（文末）"
802,81-2,yzl*****,（文頭）2月になったらちゃんと減りましたね。（文末）
803,81-3,kay*****,（文頭）検査数6400件、東京都は変異株の調査をしろよ。（文末）
804,81-4,rqr*****,（文頭）とっとと解除してください（文末）
805,81-5,aaa,"（文頭）●栃木県を解除する事で
詰めの甘さを思い知るだろう。

この肝心な状況の中 解除のリスクは
2週間後に跳ね返ってくるだろう。

感染者･県民の事を本当に守ろうとするな
らば 福田知事は宣言解除を阻止すべき。（文末）"
806,81-6,fft*****,（文頭）減りましたね早く緊急事態宣言解除が待ち遠しい菅総理自民党が無理やり通過させたGoTo楽しみ３月末まで使いきらないと議員だけ税で遊んでるから自粛のご褒美GoToごう（文末）
807,81-7,kum*****,"（文頭）埼玉、千葉、神奈川の推移がどうなっているのかな？
東京都だけ激減していたら怪しいですよね（文末）"
808,81-8,syu*****,（文頭）陽性者数が減ってるのに、隠蔽してるからだガーとかわざと検査を減らしてるからだガー（陽性率が理解できない）とかコロナが減ったら嫌だと食いついてくるコロナロスの皆さんは、おそらくもともと社会は不公平だという思いがあり、この際、みんなで不幸になろうと心から願っている人たちなのであろう。（文末）
809,81-9,・・・,（文頭）減り方がおかしい。作為的なにおいを感じる。（文末）
810,81-10,タケル,"（文頭）オリンピックのことで頭がいっぱいで数字いじってるのでしょうね。
あんなに人出が多いのにこんな急に減るわけがない。（文末）"
811,82-1,usa*****,"（文頭）医者が症状ある人をPCR検査に回すために予約してもバックレする人沢山いるからな
陽性でも入院できるわけでないし、陽性だと根掘り葉掘り聞かれるし、めんどくさいもんね
検査バックレ人数も公表するべきだよ（文末）"
