,number,ユーザー名,コメント
425,43-5,aos*****,ほんとあらゆるケースを想定して、政策を打ってないことに呆れる。まあ生まれてから国民のために働いてる政権に出会ったことないが。
426,43-6,tuz*****,"やっぱり愛知県は入れてもらえなかったね。
大村じゃダメね。"
427,43-7,bdv*****,"滋賀県…
陽性率25% 　学者は、10%超えたら感染者一桁は違うって言ってる。毎日数百人いてもおかしくない。検査できてへんのか、意図的にしてないだけ。滋賀で陽性なっても、病床満杯やから、行くとこないから、わかってて陽性かもの人見逃してる。
絶対　外、出んとこ。
でも、子どもらは学校行っとる。"
428,43-8,yuz*****,"関西の経済も行政の財政も終わったな。
無駄な時短で倒産、失業増えるだけ。
時短が意味ないのは大阪が証明してるのに。
補償も対策も不十分なまま。
せっかく準備した予備費をもっとつぎ込まないと…。
緊急事態でもなんでもないよ。
暇な医者、病院はゴロゴロあるんだから。
医療関係が一部に押し付けてるだけで
逼迫なんて本来してない。"
429,43-9,pen*****,ダメ総理とにかく全てが手遅れです。
430,43-10,@gitda,"スカ総理ガンバレ～(^o^)/
ヤフコメ民の皆様!!スカとかカスとか呼ばないであげて下さいby東北出身者

てか、瑛人さんは 横浜出身なのに何であんな訛ってるんですかねー"
431,44-1,ltk*****,最初は良い様に思えた菅大臣だけど、見る内に頼りなさすぎで、国民の命が大事とか綺麗事言ってるけど、緊急事態宣言してもこのざまじゃん。総理大臣は向いてない。
432,44-2,たらふく,茨城県南部なども指定して欲しい
433,44-3,yok*****,"でもそもそも緊急事態宣言って何ですか？
みんな出せ出せと言うが、宣言したからどうなるかって言ったら、何も特に変わらないですよね？
飲食は20時までっていう宣言ですか？"
434,44-4,glo*****,普通に人が多いけど
435,44-5,tky*****,要請受けてからって、国で要不要判断して動けよ。情けない。。。
436,44-6,豚汁おかわり,最近になっても感染拡大基調なのは、クリスマスや忘年会のせいの一時的な行動自粛の緩みとは言えなくなった。勝負の三週間は、何の意味も持たなかった。遅きに失するが、しないよりはまし。でも小出し感は否めない。
437,44-7,may*****,緊急事態宣言のバーゲンセールは害しかないと思う。既に関西でも自粛しまくりだし。
438,44-8,ten*****,もうみんな知ってると思うけど、この人総理の器じゃないよね。
439,44-9,vte*****,"飲食店納入業界も最大40万ってバカにしてるなー
事業規模におおじて給付せな！去年の申告でわかるがな、35%downで1200万落ちて、それでも０円おかしいやろ～"
440,44-10,yos*****,"全国一律に、緊急事態宣言して下さい。
あとは、都道府県知事に委ねたほうが、賢明ですよ。"
441,45-1,tun*****,関東の一都三県と一緒に出さなかった理由は何か。要請があったあと即断できなかったのはなぜか。要請があったあと何を分析したのか。分析した上で、関西二府一県に出す決断をした数値的根拠は何か。説明してもらいたい。まさか「知事から要請があって、分科会がOKしたから」なんてことはないよね。
442,45-2,kon*****,"嫌々です。
しかたなくです。
東京500人になったら速やかに解除です。"
443,45-3,mih*****,"言われたからやるような構図に見えるから支持率下がるんでしょう
報道見てると自分ではなにも判断してないように見えてしまうからね
強いリーダーが求められてるのにこのように政策に小出し感しかなければ国民に支持されないのは当たり前です"
444,45-4,独り言w,"また分科会に聞いて時間稼ぎしてると首都圏みたいに手遅れになる様な気がするけどね。

とりあえず、福岡とか愛知みたいに多い所は関西圏同様に緊急事態宣言出したら？
それで、下火になってきた所から解除したらどうなの？"
445,45-5,伊達小太郎,"やる事やる事税金の無駄遣い。
とりあえず国会議員の給与1年無給で政策に応れ！"
446,45-6,hir*****,早く給付金出してよ！！マジで！
447,45-7,uen*****,"先生方のご意見を伺ったのでしょうか？都合の良い先生方のご意見の使い分けは、もう国民には見透かされていますよ。記者会見でもどうして尾身先生が同席するの？
総理としての考えを責任と自信をもって国民に伝えればよい事を、不安なんだろうな・・・と国民は感じています。
政権末期は確実ですが、それならそれで早くこのコロナ対策を果敢にできる人物を後任に据えるべき。それが唯一の菅さんの救える道です。"
448,45-8,cri*****,"日本政府の後手後手対応の原因は総理が悪いのか、それとも二階幹事長が悪いのか？
二階なら、そろそろ黙らせた方が良いのじゃないか？"
449,45-9,kum*****,最初から宣言出しておけば良かったのに。
450,45-10,wjq*****,"焼け石に水だよ。
やるならもっと水に石を沈める勢いでやらないと、ウイルスの抑制は期待できない。"
451,46-1,sqr*****,"これだけ言葉に重みの無い総理は初めてである。
専門家委員会の助言は聞かないくせに、間延び後手後手である。全国に広げないと飛び火して火災は消せない。"
452,46-2,x_e*****,どんな対応したってヤフコメ民は満足しないでしょ
453,46-3,kqg*****,｢後手後手の菅｣とレッテルを張られてしまい、何をしょうが最早…
454,46-4,kun*****,"まあ大変なんだろうけど。もうちょっとマシな総理大臣いないのか？前の総理は逃げたし。
今度の選挙も、この首相なら自民党には入れない。"
455,46-5,sho*****,今まででコロナ病棟行った政治家っていないよね。専門家からの情報だけで動くのも否定はしないけど現場に足を運んで現状をしっかり自分の目で確認することが大事じゃないでしょうか。原発の時は行ってコロナは行けないということはないでしょ。まして多人数で会食とかパーティーやってるなんて論外。言葉じゃなくその行動が国民を引っ張る力になると思うよ。
456,46-6,eij*****,"爺さんに判断は無理だわ
吉村さん替わりにやってよ"
457,46-7,seo*****,戦力の逐次投入は負け戦決定。
458,46-8,aot*****,もっとシャキッとした首相はおらんのか？
459,46-9,m*****,おせーよ！
460,46-10,kta*****,緊急事態宣言が出されても、一都三県は何か変化ありました？同じように二府一県に同様の緊急事態宣言でても、大きな変化はないのでは？大学をリモートで授業をするとして大学生の動きを止めるとか、時差出勤や在宅勤務で人の流れを止めないと感染者は減らないでしょ？飲食店を20時までにしても、土日祝で昼飲みで騒いだら、何のための時短になりますよね。中途半端な緊急事態宣言になるだけでは？
461,47-1,yos*****,"やることは地方自治体に丸投げで、地方が悲鳴をあげても、緊急宣言はなかなか出さない。

緊急時に、決断も判断もできない、限りなく遅い政府は存在価値がないと思う。

一刻も早く、オリンピック中止を決めて、国民への補償とコロナ対策に集中して欲しい。"
462,47-2,jointoftenknowledge,一回、否定しておきながら、数日経てばすぐ認める。こんなやり方は、国民に対して絶対によくないし、国民に対して失礼というか、無礼だと思います。これからは、引っ張らずに、内心、そうしないとダメだと分かっていたのなら、すぐに認めてください。やり方が、決定のやり方が腹立たしい。
463,47-3,m*****1,来週には全国に出してるんだろうなー。
464,47-4,pos*****,"関西のみなさーーーん！

宣言が出ても居酒屋が夜までやってないだけの変わらない日常が来るだけですよーーー！"
465,47-5,tbh*****,"お手盛り感が満載で真剣にコロナ対策をやりたくない感が伝わって来る。

飲食店の補償金は無くせ税金の無駄使いだ感染源に金を撒くな。先ずは医療関係へ投入しろ。
コロナ感染を抑えたら経済は自然に廻る。

管首相は感染拡大する経済優先方針を取っておいてコロナ感染を抑える為に感染源の飲食店に金を撒く何時までも治まる事は無い。"
466,47-6,ari*****,チマチマとほんま煮えきらん奴やな。
467,47-7,civ*****,"誰もなんにも気にしてもない宣言…
変異種もイギリスからのバラマキ…
日本人はいつからこうなったのだろう…
自分さえ良ければという考えなのだろう…"
468,47-8,nxa*****,こういうと反感くうかもしれないけど、ロックダウンして全部休業すればいいのに。日本考え方あますぎる
469,47-9,vtg*****,"全部後手後手。
来週には、中国、九州地方に要請。
再来週には、中部、北関東、東北、北海道に要請。
一旦解除
春節向かい入れて、奴等が帰国したら。

全国規模に、緊急事態宣言発令。
だろうな。"
470,47-10,sat*****,"管内閣で国民の命は守れない！
しっかりと舵を取るようでなかったら日本国は沈没してしまう！変異コロナも心配！近隣諸国の動きも心配！"
471,48-1,oft*****,"表明…で今日は終わりですか？
何か無用な手順ばかり踏んでる感が否めない。
出すなら早くやらないと！ウィルスは動いてるんだよ？人も世の中も動いてる。
でも国会は止まってる…
なんなんだ？
それより検査拡充を急いだ方が絶対いいと思うんだけどな～
時短だの自粛だのは限界があるんだよ。もう散々やってこれだもん。
これまでとは全く違う事やってかないといつまでもズルズルだよ。
頭切り替えて行かないと。"
472,48-2,kh1*****,"何でそんなにのろまなの？？
今日にも愛知と岐阜から緊急事態宣言の要請が出るけで、また無駄な時間を掛けて後手後手をやるんですか？
本当にイライラします！"
473,48-3,auz*****,"遅いですね！
困難では、他の県も増えて拡大して、大変！
緊急事態宣言、全一律で緊急事態宣言をしたほうが効率良いのでは！
今回は前回の感染者の増え方、全く違いが。変異ウィルスも出てきて、やはり一律で！
うちの県も増えて、毎日不安な毎日で、子供達も心配しながら学校に通わせてます。
生活面もギリギリ、一律での給付を下さい。

国民を、助けて下さい！
どから、国民、皆、宣言出しても、従わないのよ！"
474,48-4,eve*****,短過ぎる！
475,48-5,och*****,菅首相からは覇気が全く感じられず、不安しか感じられない。
476,48-6,sta*****,"おぃ
菅
いい加減
2Fを辞任させろ"
477,48-7,mic*****,福岡、熊本、宮崎の九州地区にも出してもらいたい
478,48-8,xgg*****,"支持率を上げたければニカイを排除しろ。

でも、やっぱり無理か。
カスも辞めないと。

自民党の支持率を上げたければ、
若手が一丸となり、害老毒老を排除しないと。

民主は、レンホーなどの批判だけの輩を排除して、未来を語れるヤツで構成しないと。

私自身、もういい歳だが、
若手が中心の社会になってほしいと思っている。
賛否両論あるだろうが、例えば大阪府知事のような世代のガッツのある人たちに。"
479,48-9,xfc*****,菅内閣はダメだなー。先の見通しが全く出来てないから。早くオリンピックも中止する方向で調整しないと、事態はますます悪化するな。
480,48-10,trt*****,"もはやコロナと上手に付き合って行くしかないな〜
給付金貰っても遊んで飲んでお終いの輩も多いからね"
481,49-1,mag*****,菅さんが総理で居続けることに少し恐怖を覚え始めた。誰がやっても今の国難に立ち向かうのは難しいのはわかるけど、あまりに国を束ねるリーダーシップって言うか最高権力者としての強さや迫力がなさすぎる。だから無性に不安を感じる。都道府県知事に詰められてからの苦汁の決断だったり、実質の権力者におもねったり、追従したり、支持率ばかり気にしていて、本当にこの人で日本は大丈夫か？ただ代わりに強烈なリーダーシップやカリスマ的な力を持っている政治家もいないし日本は暗黒時代を突き進みそう。
482,49-2,car*****,"緊急事態宣言って何？
東京も出ているが何も変わらず人の密度は変わっていません！
飲食や若者とか言ってるけど、人の移動や密を止めない限り感染は止まりません！
もっと強制的な対策をするべきです！！"
483,49-3,kaw*****,緊急事態宣言発令されても、全然重みがない。ただ、発令しているにすぎない。
484,49-4,lov*****,貧しい国民に給付金払いたくないから小出しにしてますね
485,49-5,har*****,1人ぐらい国民の方を向いてる政治家はいないもんかね。与党も野党も。
486,49-6,mai*****,"緊急事態宣言２回目　１回目より緩くなってない。
『のどもとすぎればなんとやら』"
487,49-7,vpd*****,小池知事や西村大臣、吉村知事なんかと支持率争いがミエミエの菅総理、これでは国民に言葉は響きません。菅総理自身の言葉に説得力が無いなかで、どうやってコロナの国難を乗り切るのか、不安がいっぱいだよね。
488,49-8,paj*****,"全国に感染が拡大してるのに、何地域限定してるのか意味がわからん。
来月にはとんでもない感染者数になっていて国内外からも批判受けるよ。"
489,49-9,sab*****,"遅〜
中途半端！"
490,49-10,qgv*****,"結局こうやって全国に広がっていくんだよ。
前回の宣言の時に何を学んだんだ？小出しに宣言出すより全国一斉に出した方がインパクトがあって国民にも危機感が伝わるだろうし、感染抑制に効果があると思うけど？gotoなんかで結局税金使うんだったら一斉に休業要請と補償で思い切って使えばいいのに。
後手後手で余計に金掛かりそうな気がするけどなぁ。"
491,50-1,birds,"時短協力金やら何やら、税金をこねくりまわさないで
全国民にステイホーム協力金30万配って
1ヶ月家に居てくれ！(例外を除く)
で良いんじゃないの"
492,50-2,moc*****,"菅首相、確か就任した当時に10万円をまた配るみたいな発言してましたよね？
緊急事態宣言もなんだか曖昧だし。
いいかげんな発言で支持率が下がっている事に少しは危機感を感じて欲しいです。"
493,50-3,nfg*****,"支持率の低下が怖いのね。

ビジネス目的の入国を全面停止すれば、少しは上がると思うけどオリンピックを意識したらできないか・・・。"
494,50-4,new*****,"全国要望取り纏めた上で緊急事態宣言を発出した方が良いのでは？

今回の新型コロナウイルス感染騒動は、各国の危機管理能力、政策能力の差がよくわかる機会になっている。

日本では菅の決断力、周囲に流される主体性計画性のなさ、配慮不足が全国に混乱を生じさせている。

緊急事態宣言の全国拡大に慎重な理由は言われるがままに支給している協力金支出抑制のため。

各産業にヒアリング、事前調整せずに、当初飲食業界だけ協力金支給、様々な指摘を受けて言われるがままに協力金をばらまいている。

関西以外に、今後は全国各地から政府に緊急事態宣言するよう要求があること、飲食業界以外にも協力金を支給するよう要請があることは容易に想像出来る。

アメリカではバイデン次期大統領が、個人に日本円約20万円支給すると早々と発表。

特定産業への協力金支給より、個人レベルから幅広い産業への消費を促した方が経済効果が高いのでは？"
495,50-5,ym3*****,"まとめてやれよ
だいたい、関西だってヤバいの解っていたはず、要請があってからではなく
先に国の方から自治体に宣言に入れるかどうかの打診をすればこんな中途半端なことにならなかったはずだがね"
496,50-6,ryp*****,"宣言で終息するウイルスじゃないでしょ！
アホか"
497,50-7,ham*****,結局、GO TO やって、みんなの気持ちを緩めてしまったのが一番の問題。一日数人の感染者だった地方も、今や一日数十人、数百人。風邪が治りきってないのに、遊びに行きなさいって言う親はいないよね。GO TOの代償は大きいよ。自民党さん、誰が責任取るの？
498,50-8,pin*****,地方の議会を通った要請であれば諮問委員会、専門者会議なしで、首相が即時に判断出来るようにする、でなければ常に後手後手感が否めないし、感染拡大は収まらない。
499,50-9,nao*****,"何度も言うが、首都圏に出されてる宣言で何が変わってる？
飲食店の営業時間短縮しか目立った変わりはない。
これが宣言の内容ならやらない方がマシ。
宣言の重みがまったく感じられん。"
500,50-10,おっちゃん,"宣言を出しても人出が余り減らないと報道があります。
何故だかわかりますか？
田崎氏がモーニングショーで言ってました、政治家やジャーナリストはですね食事をしながら話をしないと駄目なんですよ昔からのやり方なんですね。
国民には新しい生活様式とか言っててこの考え。
人出が減る訳がありません。
お願いするならまず自分達から率先してやらないと駄目なんですよ。"
501,51-1,amt*****,何故、どういう基準で関西を追加するのかを説明しなければ、国民は納得しないだろう。支持率と政治的配慮だけでコロナ対策が場当たり的に決められていくことに国民はうんざりしている。明確な基準を設定して、実施すべきであり、明確な基準を設定しておいて解除すべきである。先生方がああ言ってる、こう言ってる、だからやる、だからやらない、という責任の放棄はもうやめてもらいたい。専門家もちゃんとした基準を責任を持って作るべきだ。科学者というのはそういうものではないか。
502,51-2,ful*****,これじゃ、死者が増えるばかりだ。
503,51-3,sat*****,"これもきっと首相が２Fにお伺いを立てていたのだろう。
だから時間がかかる。
これじゃ首相としての役割全く果たしてないし、機能してないだろう。"
504,51-4,dhs*****,小出しにするなよ。遅過ぎ
505,51-5,hir*****,福岡も追加してください！
506,51-6,mon*****,なんなんこの総理。
507,51-7,tjg*****,見てみてこの画像、薄い頭のタヌキが雁首並べて、これで日本が良くなるはずないやろ。
508,51-8,nvf*****,菅さん、専門家の話をちゃんと聞いているのかな。明日、開始なのに、これから話を聞くの？何やるにも遅いね。すべて鈍行列車対応やな。
509,51-9,tat*****,"遅い。とにかく遅い。緊急事態宣言を出すのはクリスマス、年末年始、人が1番動く時に出すべきだった。
今の状況は去年の時点でわかっていたこと。　これでは感染ではなく、経済で人が死ぬ、人が死ぬのが安易に予想されるのに、動かないということになる。もっと危機感を持った方がいい。"
510,51-10,k*****,"あと何回追加するのかな。
そんな事より、昨夜 熱が37.7℃出て
今 病院に来ているがコロナじゃないことを祈る。
ただ、激混みで全然呼ばれない。"
511,52-1,bix*****,もはや日本はお終いですね。
512,52-2,qon*****,もう全国的に出さないとダメだと思います。GOTOに税金使いすぎて全国はムリなのでしょうか。残念ながらコロナは拡大し続けるでしょう。怒りを通り越して失望しかありません。
513,52-3,unk*****,"専門家にお伺いをたてるばっかりで責任は専門家になすりつける。
俺が責任を取るという姿勢が全くございませんね。
最低の総理。
もう呆れているけど一言言わせてもらう。
ゔぁっかもーん！"
514,52-4,tok*****,全国にしないとダメ。
515,52-5,sag*****,"まどろっこしいことをせず、全国一斉に出せばいい。
ただ、出したところで1回目より効果はないように思える。
今更だが、1年前の安倍総理の方がまだ行動力・決断力があったと思う。
それに比べてガースーは…"
516,52-6,祝祭日は廃止！,"全国へ一気に宣言を発令すれば良いじゃん。
そして、日本国籍を有する全ての国民にとりあえず無職でも生活できるよう、一年あたり300万円を支給すれば良いのよ。
紙幣なんか、印刷すれば直ぐに造れるだろ？"
517,52-7,jok*****,"政治家は何を見ているのか？
電車通勤せず、自動車で通勤、移動すれば見えていない…

事件（コロナ）は現場（混雑電車やバス等の交通機関）で起きてる!!

飲食店をいくら時短営業しても、意味がない。交通機関で全員集合!
交通機関の乗車率、飲食店の滞在時間を制限すれば、良いんじゃないかと思う。

市民の行動を知らない政治家が何を言っても、響かない⁈"
518,52-8,dod*****,"いずれ全国的に実施するのは目に見えてるのだから、もったいぶらずにさっさとやるべき。
決断力が足りない。どっちにしろリスクはあるのだから、その中での最善を尽くすしかないのではないか。"
519,52-9,lkc*****,緊急宣言効果あるか前回の振り返りもせずに同じ事の繰返しでうんざりです。アビガン、レムデシビル治療薬は、効果あったのか？　既に治療薬は過去の記憶　効果検証されずにワクチンの話題へ
520,52-10,z56*****,後手後手で甘い対応ばかり。２月7日に解除できる訳がないよ！早く総理大臣辞職してくれよ
521,53-1,cat*****,タクシーの運転手がぼやいてました。自分達には全く補償がなく、やってられないって。
522,53-2,aga*****,菅サンは内閣総理大臣になる器ではなかった。おんぶに抱っこ政治だ！田中角栄を見習って欲しい。
523,53-3,塩ダレ肉もやし,出すなら今すぐ出さないと意味がない。遅すぎるくらいなのに。今やってる家賃支援もすぐ打ち切りにするべき。会場はコロナ対策なんて全然なってないですよ。わかってますか？手続きも面倒だし、スタッフに税金で給料を払うのも無駄。今すぐ閉鎖して欲しい。
524,53-4,xtp*****,"2月28日まで、全国一律で、緊急事態宣言を発令するべき！！
経済を縮小するべき！！
感染者を減らすためにも、経済を止めないといけない！！"
525,53-5,shimotsuki,"緩々の緊急事態宣言はほとんど抑止力がないと思う。
いい加減に、一日も早く国会開いて、特措法の改正を早期に行うべきだと思う。"
526,53-6,yss*****,ニホンヲツブスオツモリデスカ？ガースー？？(笑)
527,53-7,tbs*****,"このペースだと、
緊急事態宣言が全国に適用されるのは
2月7日とかになりそうですね！笑"
528,53-8,mat*****,"総理ってなってみないと分からんもんやね〜！！菅さんって全然あかんやん。もっと変にできると期待もってたわ。
小池さんのが総理っぽいし、TVにも出てるな。"
529,53-9,yui*****,自治体が言わない動かない。終わってるな。
530,53-10,may*****,"支持率 急降下を受けて二階さんと相談して決めたのでしょう
。"
531,54-1,aro*****,"緊急事態宣言って、それぞれ都道府県が要請したら出してくれるものなの？
国は全く主導しないんですね。
言われるがまま出して、責任を逃れるんですね。"
532,54-2,やま,全く恥ずかしい話
533,54-3,cvq*****,本気でコロナ終息なんて考えてないから後手後手になる。けど昨日のミナミは朝からひっそりしてたな。首都圏とエラい違い。
534,54-4,pen*****,"今日の羽鳥慎一の番組を見て時間がかかる理由がわかったけど、ほんと説明が下手だよな。この人は
あと、先手先手というならやっぱり時間がかかるところは早めにプロセスを見直してほしい
そういう意味では国会を休んでいる暇なんてないはず"
535,54-5,虎ちゃん,"国民にメディアマスコミに対応を批判されて仕方なく宣言したようにしか思えない。
日本の政治家は何を一番に考えることかわかっていない。"
536,54-6,*****,もはやそんなことはどうでもいい
537,54-7,meg*****,"二階が医療よりも、国民の命よりも、観光だ、経済だ、オリンピックだと騒いでいる。
順番を間違えていることをわかっていない。

二階派は甘ちゃんばかり。"
538,54-8,t_r*****,やることが遅いのでは。
539,54-9,i*******,"日本人の悪い特徴なのかな？
戦力やできることを小出しにする。
まぁ、自分もそんな小出し思想がないわけじゃないけどさ、やるならガツンとやってコロナとめればいいのになぁ。"
540,54-10,i_p*****,"発症から１０日間過ぎて、軽症なら外出ｏｋだって！　（保健所）
微熱も続いているのに？　ＰＣＲ検査受けてもいいか？って聞いたら、
陽性の確立ありますって・・・そんなんで外出許可出すなって思う。
症状が収まる事で外出だろ、陽性状態で出社しても会社だって困るよ。"
541,55-1,imh*****,もっと早い対応をして欲しい!!年末年始で拡大するのなんて誰しも分かってたはずなのに！そもそも飲食業界にやたらと手厚い保証するけど、会社員のサラリーマンの人達は休業になり仕事が無くなってお給料すら貰えない！どうやって生活すればいいのか？休業中に副業しても良いと言われているけど、副業出来る会社も無い。それなのに、手厚い保証受けれる所と何も無い所。もう少し公平に保証して欲しいし、拡大を食い止めるなら1度厳しい制限して欲しい。何度も何度もダラダラなるよりは、ましと思う。
542,55-2,hjx*****,"総理としてやった仕事は会食のみ。
実にグルメな人物である。"
543,55-3,Fuku,"専門家の意見は聞いたのかな？
あとは苦虫をつぶしたような顔の麻生は
２Ｆは論外
結局は原稿作成を開始したということね。"
544,55-4,yos*****,スピード感が全くなし、全国一斉宣言でしょ！
545,55-5,atm*****,"コロナの先手など到底打つことができない。
18日の国会冒頭解散で、もういいよ。"
546,55-6,海馬潮,全国一斉に１ヶ月前から緊急事態宣言を出すべきだった。後後ごてごて政権で日本は潰れる
547,55-7,mt5*****,"関西とか中京とか小出しにしてる場合じゃないだろ
全国一斉でも手遅れレベルでしょ"
548,55-8,gmf*****,"結果的に全国一斉の方が良かったって事になる。
宣言出してほしいなら検討してやるから言ってこいってスタイル自体が間違ってる。"
549,55-9,kib*****,東京の非常事態宣言後の３連休を見ても、最初の非常事態宣言とは全く違う光景だったと報道された。関西においても同じような現象になるのは目に見えている。それだけ政府の威厳が無くなっているのだ。菅総理と二階幹事長の食事会騒ぎがすべてだった。政府が新型コロナウイルス対策に真剣に取り組んでいないことを国民は知っているのだ。
550,55-10,ohy*****,世論に押された結果でしょう。これに関わらず対策が全て遅く、医療崩壊させてしまいました。専門家や識者の意見を咀嚼し、素早くご自身で決断すべきです。
551,56-1,ss*****,愛知と岐阜は、これからみたい。出来れば皆一緒にした方が良いのに。
552,56-2,K.K,早速2月7日近くなれば今度はGo toの話が持ち上がる…　二階が言わない訳が無い。　そして森からオリンピック開催の話が持ち上がる…　老害ばかり、駄目だ、こりゃ。
553,56-3,sta*****,もう安倍以上のカネをバラ撒くしかないな。
554,56-4,元祖・表示名を取得できませんでした。,"そんなピンポイントでなく、全国一律でもれなく給付金も付けて、発令すれば。

どうせ、言う事聞かない(やむを得ない事情の方々もいる)人々もいるから。"
555,56-5,oob*****,"今すぐ全国に緊急事態宣言して下さい。
飲食、観光だけでなくて民間の全業種にも平等に保証も忘れないで下さい。
本当に生活が苦しいのです。"
556,56-6,che*****,リーダーなら自分で判断しろ。分科会の意見と違うか違わないかじゃなく最終決定権は菅、アンタだろっ！国民のために働く内閣って言ったのアンタだろっ！
557,56-7,tak*****,"この後に及んでまだ「方針を表明」した段階か？なぜ直ちに発令しない？その間にも感染はどんどん拡大している。

緊急事態に直ちに宣言を発令できないなら、総理大臣としての資格はない。まるで、官邸の無能ぶりを描き出した映画「シン・ゴジラ」そっくりだ。

菅官房長官（当時）が記者会見で映画の感想を聞かれて、「一回観ればいいかな。」と感想を述べたのは、あれがまさに官邸の姿を反映していて、観るに耐えられなかったのだろう。"
558,56-8,ycq*****,"金をくれるならいくらでも言う事を聞きますよ
人の命もお金で買える時代ですからね"
559,56-9,ごはん,"これから多分愛知岐阜（三重も？）も加わるわけで。
さっさと全国一斉に前回並の緊急事態宣言に変更して給付金出してステイホームの方がいいと思う。"
560,56-10,sat*****,小出しにせず全国にしてワクチンに備えるべき
561,57-1,kow*****,"この後に及んでは終息目処がつくまでの間、防疫の専門家に舵取りを交代してもらったほうが良いと思います。
彼の口が開く都度いたずらに経済活動が混乱するだけとなれば日本という船の漕ぎ手である一般国民の信頼を失い、嵐の海で難波してしまうと思います。"
562,57-2,n*****,"重要なのは緊急事態宣言を発出することではなく、特措法の改正や医療従事者の保護だと思いますけどね。
「誰の権限・責任で」「何のために」「どの地域に」「どのように」「いつからいつまで」という基本的な考え方がボヤけています。"
563,57-3,ink*****,"世論ばかり気にして、選挙にしか目を向けてないから、こんな事になってる。
いろいろ問題あったけど、安倍の方がまだマシだった。

とっとと鎖国してくれ。"
564,57-4,sop*****,"地域ごとの追加ではなく全国一斉に緊急事態宣言だして下さい
そして、国民に給付金出すので自粛をお願いしますって何故できないんでしょう

今の緊急事態宣言だとみんな働かないと生活できないのだから誰も自粛なんかしません！というかできません！"
565,57-5,asa*****,インフルエンザとどう違うの？
566,57-6,yan*****,"もう効果の薄い自粛要請じゃ止まらないなら全国要請し生活保証の金配って大人しくして下さいと言えよ
ちまちま後手後手の薄い自粛要請お願いしますだけじゃ国民に頼りすぎて守る意識無さすぎ"
567,57-7,J.BOY,"何故全国一斉に発出しないのか？
ウィルスに国境も県境もない。人の移動を止めないなら全国に緊急事態宣言を出さねば効果が期待できない。"
568,57-8,kuso110,"東京都心部と大阪都心部が緊急宣言したなら、
人口比率的に日本の半分が宣言下にあると言う事。

ここまでやったんなら、もう全国、宣言出してしまえばいい。

宣言で手も外に出る人は出るんだろうが、
全く出さないよりは、多少の牽制にはなる。

感染が怖い人は家にいる。
大丈夫だと思うなら、最低限度の外出を楽しむ。
これでいいじゃないかｗ"
569,57-9,jh3*****,何をしても日本政治は遅すぎる全て被害が発生してから検討しその上政府に伺うそして其々の指示内容を見てから実施する一体感は全く無いに等しい何事もﾃｷﾊﾟｷと指示する事が安心安全である、口先は止めなさい
570,57-10,jxs*****,"関西で緊急事態だしたら倍以上感染者がいる東京で五百人以下で解除なんて危ないだろ。
今日なんてマスクしてないジジイが電車に乗っていたし。"
571,58-1,duk*****,"ガースー支持率維持のためなら何でもする
持続化給付金も定額給付金も世論が押せば必ず再度やる
支持率のためなら"
572,58-2,koi*****,"国民は感染対策かなりしてるから
これ以上の感染対策は難しい
1番審議してもらいたいのは
医療崩壊した時助ける年齢制限を
今から考えて下さい、90歳以上とかは
今はまだ大丈夫だけど医療崩壊の場合とか、

受け皿はしつかり介護施設で疑いある方を
介護士さんが面倒みるとまた感染拡大！"
573,58-3,にんにん,"好き勝手やってる人達が入院できて、高齢者施設などで感染した人達が入院できない状況なんです。

是非、みなさん近くにいるバカ者たちに今一度状況を理解するようお伝えください。"
574,58-4,ghz*****,菅春節迄に緊急事態宣言を解除したい、ピジネス特に中韓は止めたくない、オリンピックは開催したいと言う魂胆いえ、忖度見え見え。原稿棒読み総理は要らない!自民党の三悪は引退せよ。
575,58-5,????,"自己満？…

(-_-メ)(-_-メ)(-_-メ)(-_-メ)(-_-メ)"
576,58-6,sho*****,日本国はいつもそう。太平洋戦争の際、ガダルカナル島への兵士や物資の数も小出し、小出しでの戦術。戦艦大和はトラック島に温存し、沖縄戦で捨て駒にした。やるなら一気にやれ！
577,58-7,d46*****,"緊急事態宣言出したから何とかなるでしょ感だけは出して欲しくないよね。

色々手を尽くす一つの手段であって、これで出尽くしましただけは止めて欲しい。もしそうなら、閣僚総取っ替えしないと変わらないよ。"
578,58-8,あああああ,"「発出の前提条件を事前に詰めておく」ってことはできないものか？
最終的な判断を専門家に仰ぐとしても、情報を示して、Yes/Noを押すだけなら専用Webサイト作ってできるだろ。"
579,58-9,sou aida,"この人、わざとやってないか？
やっぱり菅じゃダメだ、自民党を御せない、やっぱり一方的なくらいなほうが、そうだ安倍の方がまだ良かった、なんて思わせようとしてないか？
と必要以上に、勘繰りたくなるほど無策。
もう、何か別に意図するものがあるとしか思えないし、もうそう思いたい。"
580,58-10,No,"立川談志が生前たけしの番組で言っていたのがまさにそれ、

国会議員は誰の為にあるのか？
国民のためなんかじゃないよ、国会議員の為にあるんだ

確かにな。。。

嫌なら自分が国会議員になって変えれば？という事か。
出来ないならそれに黙って従うしかないってか。

なんとも憤りを感じるねぇ
他の国のトップはそうじゃないように感じるのは、
隣の芝は青いから？笑"
581,59-1,qmg*****,"ぐずぐず。コロナ患者増加。
次は愛知、岐阜。ぐずぐず。コロナ患者増加。
その次は福岡、熊本。愚図、愚図。
この結果はコロナ列島。オリンピックは夢のまた夢。"
